"start_node","end_node","weight","start_node_degree","end_node_degree"
"chr17:29924462","chr17:29923444",19,4,4
"chr17:29924462","chr17:29924295",3,4,1
"chr17:29924462","chr17:29924298",272,4,1
"chr17:29935907","chr17:29924558",129,4,2
"chr17:29935907","chr17:29932131",11,4,3
"chr17:30354296","chr17:30224283",3,3,3
"chr17:30354296","chr17:30279825",14,3,1
"chr17:30411536","chr17:30354480",1,3,2
"chr17:30411536","chr17:30372343",1,3,1
"chr17:30732529","chr17:30553307",1,2,1
"chr17:30732529","chr17:30728501",1,2,1
"chr17:30746275","chr17:30743948",1,2,1
"chr17:30746275","chr17:30743952",5,2,1
"chr17:30822993","chr17:30819154",1,2,1
"chr17:30822993","chr17:30822492",1,2,1
"chr17:31662139","chr17:31639263",1,1,1
"chr17:31680544","chr17:31679236",1,1,1
"chr17:31692131","chr17:31690829",10,3,2
"chr17:31692131","chr17:31690857",1,3,1
"chr17:31740542","chr17:31739128",1,3,1
"chr17:31740542","chr17:31739236",788,3,1
"chr17:31740542","chr17:31740386",1,3,1
"chr17:31750083","chr17:31740655",1,8,1
"chr17:31750083","chr17:31740667",11945,8,4
"chr17:31750083","chr17:31746211",17,8,1
"chr17:31750083","chr17:31747376",228,8,1
"chr17:31750083","chr17:31748793",2,8,1
"chr17:31750083","chr17:31748921",1,8,1
"chr17:31750083","chr17:31749011",2,8,1
"chr17:31867156","chr17:31866330",1,3,3
"chr17:31867156","chr17:31867070",276,3,1
"chr17:31873952","chr17:31870687",1,2,1
"chr17:31873952","chr17:31871543",2,2,1
"chr17:32274884","chr17:32274099",3,2,1
"chr17:32274884","chr17:32274290",2,2,1
"chr17:32351878","chr17:32332985",3,6,3
"chr17:32351878","chr17:32338607",1,6,1
"chr17:32351878","chr17:32349336",4,6,1
"chr17:32351878","chr17:32349355",1,6,1
"chr17:32351878","chr17:32351297",4,6,1
"chr17:32421641","chr17:32421521",3,1,1
"chr17:32448390","chr17:32444688",23,1,1
"chr17:32472014","chr17:32448710",7,3,5
"chr17:32503491","chr17:32448710",7,4,5
"chr17:32472014","chr17:32461434",1,3,1
"chr17:32503491","chr17:32472175",6,4,5
"chr17:32482469","chr17:32480412",1,2,3
"chr17:32533084","chr17:32531348",13,2,3
"chr17:32537744","chr17:32536853",168,1,1
"chr17:32564297","chr17:32555178",1,2,3
"chr17:32557430","chr17:32555713",1,2,3
"chr17:32580434","chr17:32579732",1,1,1
"chr17:32606546","chr17:32600131",1,2,1
"chr17:32606546","chr17:32604814",1,2,1
"chr17:32608233","chr17:32606792",1,2,3
"chr17:33215248","chr17:33212233",1,3,4
"chr17:33220597","chr17:33212233",12,4,4
"chr17:33215248","chr17:33213678",5,3,1
"chr17:33220597","chr17:33215391",3,4,3
"chr17:33252255","chr17:33240807",4,1,1
"chr17:33321204","chr17:33308454",1,1,1
"chr17:33461172","chr17:33382337",2,2,1
"chr17:33428151","chr17:33425308",1,1,1
"chr17:33461172","chr17:33459204",1,2,1
"chr17:33577707","chr17:33555823",2,3,3
"chr17:33577707","chr17:33557226",3,3,1
"chr17:33848770","chr17:33848191",1,2,2
"chr17:33864517","chr17:33864410",1,2,1
"chr17:33864517","chr17:33864435",1,2,1
"chr17:33867786","chr17:33865634",33,1,1
"chr17:33896247","chr17:33889108",3,1,1
"chr17:33915010","chr17:33911128",6,3,2
"chr17:33915010","chr17:33913565",1,3,1
"chr17:33921986","chr17:33915221",3,1,1
"chr17:33937519","chr17:33935037",1,1,1
"chr17:33967483","chr17:33966788",28,1,1
"chr17:33980515","chr17:33979562",50,2,3
"chr17:34041648","chr17:34040916",2,5,1
"chr17:34041648","chr17:34040920",4,5,1
"chr17:34041648","chr17:34041350",184,5,3
"chr17:34041648","chr17:34041513",1,5,1
"chr17:34042166","chr17:34042068",2,3,1
"chr17:34042166","chr17:34042091",3284,3,4
"chr17:34044574","chr17:34043655",74,5,4
"chr17:34048640","chr17:34043655",31,8,4
"chr17:34044574","chr17:34043699",1,5,4
"chr17:34048640","chr17:34043699",1,8,4
"chr17:34044574","chr17:34043792",2,5,1
"chr17:34048640","chr17:34044625",518,8,4
"chr17:34057072","chr17:34044625",8,5,4
"chr17:34048640","chr17:34046883",6,8,1
"chr17:34048640","chr17:34048370",1,8,1
"chr17:34057072","chr17:34048726",1,5,1
"chr17:34057072","chr17:34048791",15461,5,3
"chr17:34148106","chr17:34141881",5,2,3
"chr17:34150699","chr17:34149416",1,2,1
"chr17:34150699","chr17:34150609",1,2,1
"chr17:34158721","chr17:34157936",2,2,1
"chr17:34158512","chr17:34158082",1,2,1
"chr17:34158512","chr17:34158086",4996,2,1
"chr17:34158721","chr17:34158638",583,2,1
"chr17:34159270","chr17:34159140",2,1,1
"chr17:34171376","chr17:34171268",54,3,1
"chr17:34171376","chr17:34171287",26763,3,4
"chr17:34174051","chr17:34171287",2,4,4
"chr17:34174051","chr17:34171566",7,4,2
"chr17:34175903","chr17:34175157",1,1,1
"chr17:34194470","chr17:34193852",1,1,1
"chr17:34245824","chr17:34245200",11,5,3
"chr17:34245636","chr17:34245445",116,2,4
"chr17:34245824","chr17:34245445",6,5,4
"chr17:34245824","chr17:34245680",13,5,1
"chr17:34245989","chr17:34245910",3,2,2
"chr17:34246379","chr17:34246270",6,1,1
"chr17:34335171","chr17:34334781",28,2,1
"chr17:34335171","chr17:34334803",6,2,1
"chr17:34335881","chr17:34335310",3,2,3
"chr17:34347377","chr17:34341547",1,4,1
"chr17:34347377","chr17:34342083",1,4,3
"chr17:34347305","chr17:34346324",3,3,1
"chr17:34347377","chr17:34346765",1,4,1
"chr17:34347305","chr17:34347059",7,3,1
"chr17:34347305","chr17:34347221",65,3,1
"chr17:34347904","chr17:34347255",10,4,4
"chr17:34348095","chr17:34347255",56,4,4
"chr17:34347904","chr17:34347576",9,4,4
"chr17:34348095","chr17:34347576",2,4,4
"chr17:34357790","chr17:34357156",4,3,3
"chr17:34357790","chr17:34357510",434,3,1
"chr17:34671473","chr17:34670629",1,1,1
"chr17:34811264","chr17:34808949",1,3,3
"chr17:34811264","chr17:34810352",2,3,1
"chr17:34820714","chr17:34820624",1,2,1
"chr17:34820714","chr17:34820641",13,2,1
"chr17:34830578","chr17:34829619",1,3,3
"chr17:34830247","chr17:34829901",1,2,1
"chr17:34830247","chr17:34829980",9,2,1
"chr17:34830578","chr17:34830424",22,3,1
"chr17:34832251","chr17:34831433",1,2,1
"chr17:34832251","chr17:34831603",1,2,1
"chr17:34849606","chr17:34848679",8,2,2
"chr17:35043726","chr17:35043301",23,3,2
"chr17:35043726","chr17:35043638",18,3,1
"chr17:35055405","chr17:35043825",1,3,4
"chr17:35055405","chr17:35051518",43,3,1
"chr17:35069886","chr17:35069439",2,3,1
"chr17:35069886","chr17:35069565",1,3,1
"chr17:35069886","chr17:35069651",5,3,1
"chr17:35114382","chr17:35101408",6,4,1
"chr17:35114382","chr17:35112677",12,4,3
"chr17:35114382","chr17:35113912",1,4,1
"chr17:35170860","chr17:35154889",1,6,2
"chr17:35170860","chr17:35167538",11,6,1
"chr17:35170860","chr17:35169452",65,6,3
"chr17:35170860","chr17:35169824",20,6,1
"chr17:35171327","chr17:35171150",11,1,1
"chr17:35245313","chr17:35245124",7,2,1
"chr17:35245313","chr17:35245242",1,2,1
"chr17:35264905","chr17:35263415",1,2,4
"chr17:35265675","chr17:35263415",1,3,4
"chr17:35265675","chr17:35265364",8,3,1
"chr17:35279078","chr17:35278249",1,3,1
"chr17:35279078","chr17:35278281",1,3,1
"chr17:35279078","chr17:35278941",1,3,1
"chr17:35280766","chr17:35280576",15,3,1
"chr17:35280766","chr17:35280602",648,3,3
"chr17:35296110","chr17:35295936",1,1,1
"chr17:35306510","chr17:35302390",14,2,1
"chr17:35306510","chr17:35306116",1,2,1
"chr17:35321450","chr17:35321199",1,4,4
"chr17:35321450","chr17:35321373",65,4,4
"chr17:35321645","chr17:35321373",1,3,4
"chr17:35321645","chr17:35321498",541,3,1
"chr17:35339420","chr17:35335402",1,3,3
"chr17:35339420","chr17:35338833",4,3,1
"chr17:35342028","chr17:35340527",1,6,1
"chr17:35342028","chr17:35340775",15,6,2
"chr17:35342028","chr17:35340945",1,6,1
"chr17:35342028","chr17:35341268",1,6,1
"chr17:35342028","chr17:35341437",2,6,1
"chr17:35355090","chr17:35354448",1,2,1
"chr17:35355090","chr17:35354605",2,2,1
"chr17:35358210","chr17:35358053",3,1,1
"chr17:35366116","chr17:35365146",1,5,4
"chr17:35366116","chr17:35365330",136,5,3
"chr17:35366116","chr17:35365880",1053,5,1
"chr17:35368485","chr17:35368378",978,1,1
"chr17:35371593","chr17:35369882",4,1,1
"chr17:35390738","chr17:35390170",3,2,3
"chr17:35405921","chr17:35392252",1,3,2
"chr17:35404126","chr17:35402548",3,1,1
"chr17:35405560","chr17:35404287",37,2,3
"chr17:35405921","chr17:35405581",78,3,1
"chr17:35456092","chr17:35455822",60,1,1
"chr17:35457553","chr17:35457025",1,3,1
"chr17:35457553","chr17:35457211",1,3,1
"chr17:35457553","chr17:35457436",1,3,1
"chr17:35906356","chr17:35900593",1,2,1
"chr17:35906356","chr17:35903023",1,2,1
"chr17:35997372","chr17:35997084",1,1,1
"chr17:36134698","chr17:36134394",1,1,1
"chr17:36143398","chr17:36134646",1,2,1
"chr17:36143398","chr17:36142000",1002,2,1
"chr17:36203310","chr17:36200493",1,3,3
"chr17:36203310","chr17:36201981",179,3,1
"chr17:36203931","chr17:36203820",1,3,1
"chr17:36203931","chr17:36203859",572,3,1
"chr17:36203931","chr17:36203882",15,3,1
"chr17:36207871","chr17:36206965",1,2,4
"chr17:36209279","chr17:36208808",3,2,3
"chr17:36212259","chr17:36209360",1,2,1
"chr17:36212259","chr17:36211765",4,2,1
"chr17:36215181","chr17:36212947",1,2,1
"chr17:36215181","chr17:36215069",2,2,1
"chr17:36223229","chr17:36222371",3,1,1
"chr17:36274534","chr17:36274095",1,1,1
"chr17:36274649","chr17:36274572",66,1,1
"chr17:36275145","chr17:36274933",1,2,1
"chr17:36275145","chr17:36274939",68,2,1
"chr17:36280537","chr17:36276016",25,3,3
"chr17:36280537","chr17:36280126",1,3,1
"chr17:36289272","chr17:36288963",4,1,1
"chr17:36290599","chr17:36290148",2,1,1
"chr17:36348324","chr17:36305453",1,2,4
"chr17:36350068","chr17:36349947",2,1,1
"chr17:36351369","chr17:36350267",1,2,1
"chr17:36351369","chr17:36351222",2,2,1
"chr17:36353233","chr17:36353005",1,2,1
"chr17:36353233","chr17:36353021",1,2,1
"chr17:36568333","chr17:36566962",1516,3,5
"chr17:36568674","chr17:36566962",8,5,5
"chr17:36568333","chr17:36566992",6,3,1
"chr17:36568497","chr17:36568401",3,3,1
"chr17:36568497","chr17:36568417",214,3,4
"chr17:36568674","chr17:36568417",29,5,4
"chr17:36568674","chr17:36568599",7,5,1
"chr17:36625444","chr17:36582856",1,1,1
"chr17:37262314","chr17:37260447",1,3,3
"chr17:37262314","chr17:37260878",353,3,1
"chr17:37268457","chr17:37265438",2,3,1
"chr17:37268457","chr17:37265445",2331,3,5
"chr17:37268723","chr17:37265445",1,4,5
"chr17:37268723","chr17:37268568",429,4,4
"chr17:37269040","chr17:37268568",1,3,4
"chr17:37269040","chr17:37268825",27,3,1
"chr17:37275248","chr17:37269595",3,2,1
"chr17:37275248","chr17:37269979",1,2,1
"chr17:37380003","chr17:37375630",2,3,3
"chr17:37380003","chr17:37378801",11,3,1
"chr17:41243686","chr17:41242662",1,2,1
"chr17:41243686","chr17:41242668",10,2,1
"chr17:42627545","chr17:42627201",1,2,1
"chr17:42627545","chr17:42627374",1,2,1
"chr17:43187203","chr17:43156371",2,3,3
"chr17:43187203","chr17:43163420",57,3,1
"chr17:43972504","chr17:43968696",2,1,1
"chr17:43977790","chr17:43975157",6,4,2
"chr17:43977567","chr17:43977064",1,2,4
"chr17:43977790","chr17:43977064",1,4,4
"chr17:44147161","chr17:44112558",4,2,1
"chr17:44147161","chr17:44112988",9,2,1
"chr17:44328657","chr17:44264429",3,2,3
"chr17:45048226","chr17:45045944",5,5,2
"chr17:45048226","chr17:45046536",1,5,1
"chr17:45048226","chr17:45047251",78,5,4
"chr17:45097496","chr17:45047251",2,3,4
"chr17:45097496","chr17:45088316",11,3,1
"chr17:45430029","chr17:45305295",1,8,2
"chr17:45430029","chr17:45314117",2,8,2
"chr17:45359168","chr17:45352194",1,3,1
"chr17:45359168","chr17:45352274",53,3,5
"chr17:45430029","chr17:45352274",6,8,5
"chr17:45430029","chr17:45359280",92,8,3
"chr17:45760360","chr17:45757010",22,2,1
"chr17:45760360","chr17:45760118",6,2,1
"chr17:45768083","chr17:45765138",1,1,1
"chr17:45860208","chr17:45853182",1,3,1
"chr17:45860208","chr17:45858128",4,3,1
"chr17:45860208","chr17:45859349",1,3,1
"chr17:45881591","chr17:45881484",3,2,1
"chr17:45881591","chr17:45881493",11049,2,1
"chr17:45988851","chr17:45988545",2,2,1
"chr17:45988851","chr17:45988609",7,2,1
"chr17:45990457","chr17:45988943",1,3,3
"chr17:45990457","chr17:45990243",4,3,1
"chr17:46008973","chr17:46006499",66,2,1
"chr17:46008973","chr17:46007883",4,2,1
"chr17:46085790","chr17:46079459",1,12,1
"chr17:46085790","chr17:46079462",1,12,1
"chr17:46085790","chr17:46079465",10,12,4
"chr17:46085888","chr17:46079465",1,10,4
"chr17:46085790","chr17:46079468",4,12,4
"chr17:46085891","chr17:46079468",1,10,4
"chr17:46085790","chr17:46079471",2,12,4
"chr17:46085891","chr17:46079471",1,10,4
"chr17:46085721","chr17:46079474",1,6,6
"chr17:46085790","chr17:46079474",1,12,6
"chr17:46085891","chr17:46079474",3,10,6
"chr17:46085811","chr17:46079477",1,2,4
"chr17:46085891","chr17:46079477",2,10,4
"chr17:46085721","chr17:46079480",2,6,10
"chr17:46085790","chr17:46079480",1,12,10
"chr17:46085885","chr17:46079480",1,4,10
"chr17:46085888","chr17:46079480",4,10,10
"chr17:46085891","chr17:46079480",1,10,10
"chr17:46085727","chr17:46079483",1,2,7
"chr17:46085885","chr17:46079483",1,4,7
"chr17:46085888","chr17:46079483",1,10,7
"chr17:46085721","chr17:46079486",1,6,7
"chr17:46085730","chr17:46079486",2,2,7
"chr17:46085888","chr17:46079486",3,10,7
"chr17:46085888","chr17:46079489",1,10,2
"chr17:46357348","chr17:46342772",44,5,4
"chr17:46357348","chr17:46342889",60,5,4
"chr17:46357348","chr17:46356985",1,5,1
"chr17:46428865","chr17:46422056",2,1,1
"chr17:46445898","chr17:46433128",38,6,3
"chr17:46445898","chr17:46440425",445,6,3
"chr17:46445898","chr17:46445571",2,6,1
"chr17:46445898","chr17:46445575",16,6,1
"chr17:46447667","chr17:46446046",25,1,1
"chr17:46566584","chr17:46565543",2,3,3
"chr17:46566584","chr17:46566266",6,3,1
"chr17:46567918","chr17:46567210",3,3,3
"chr17:46567918","chr17:46567797",1413,3,1
"chr17:46575808","chr17:46574737",1,1,1
"chr17:46721559","chr17:46721318",71,2,1
"chr17:46721559","chr17:46721322",1,2,1
"chr17:46778051","chr17:46758644",48,3,3
"chr17:46778051","chr17:46771959",1,3,1
"chr17:46958315","chr17:46957325",3,1,1
"chr17:46960809","chr17:46959696",2,3,4
"chr17:46960809","chr17:46960035",1271,3,1
"chr17:46985122","chr17:46983774",1,2,1
"chr17:46985122","chr17:46984266",1,2,1
"chr17:46987241","chr17:46986079",28,2,1
"chr17:46987241","chr17:46987148",9,2,1
"chr17:46988857","chr17:46988727",15,3,2
"chr17:46988857","chr17:46988761",1,3,1
"chr17:46991627","chr17:46989420",4,3,3
"chr17:46991627","chr17:46990121",2,3,1
"chr17:46992542","chr17:46992060",2,3,1
"chr17:46992542","chr17:46992089",44,3,1
"chr17:46992542","chr17:46992132",1,3,1
"chr17:47058346","chr17:47054209",2,3,2
"chr17:47058346","chr17:47058127",5,3,1
"chr17:47062898","chr17:47058471",2,1,1
"chr17:47093544","chr17:47092818",52,1,1
"chr17:47452749","chr17:47451972",3,4,1
"chr17:47452749","chr17:47452111",1,4,1
"chr17:47452749","chr17:47452331",3,4,1
"chr17:47452749","chr17:47452482",1,4,1
"chr17:47997796","chr17:47696730",3,8,1
"chr17:47997816","chr17:47835189",42,2,1
"chr17:47997796","chr17:47853348",2,8,4
"chr17:47997798","chr17:47853348",1,6,4
"chr17:47997796","chr17:47856663",1,8,1
"chr17:47997796","chr17:47865613",5,8,4
"chr17:47997798","chr17:47865613",24,6,4
"chr17:47997796","chr17:47905909",1,8,4
"chr17:47997798","chr17:47905909",6,6,4
"chr17:47960874","chr17:47924043",35,3,3
"chr17:47960874","chr17:47929988",2,3,1
"chr17:47997816","chr17:47940388",2,2,1
"chr17:47989972","chr17:47953714",1,3,1
"chr17:47989972","chr17:47981966",2,3,3
"chr17:47998112","chr17:47990119",1,4,1
"chr17:47998112","chr17:47997910",1,4,1
"chr17:47998112","chr17:47997934",15433,4,1
"chr17:47998112","chr17:47997988",612,4,1
"chr17:48189531","chr17:48189420",1,2,1
"chr17:48189531","chr17:48189423",1,2,1
"chr17:48191694","chr17:48191269",1,2,1
"chr17:48191694","chr17:48191275",10,2,1
"chr17:48372048","chr17:48351730",1,2,1
"chr17:48372048","chr17:48367247",1,2,1
"chr17:48378564","chr17:48377787",1,2,3
"chr17:48717855","chr17:48717266",1,4,2
"chr17:48717852","chr17:48717401",1,3,4
"chr17:48717855","chr17:48717401",5,4,4
"chr17:48717852","chr17:48717758",1,3,1
"chr17:49403278","chr17:49378321",1,1,1
"chr17:50300625","chr17:50281589",1,2,3
"chr17:50393595","chr17:50392785",1,1,1
"chr17:50689947","chr17:50689299",4,2,1
"chr17:50689947","chr17:50689336",1,2,1
"chr17:50816392","chr17:50815976",55,4,1
"chr17:50816392","chr17:50816038",1,4,1
"chr17:50816392","chr17:50816177",25,4,1
"chr17:50816392","chr17:50816213",44,4,1
"chr17:50994739","chr17:50947220",2,3,3
"chr17:50994739","chr17:50975137",29,3,1
"chr17:51102953","chr17:51089453",1,2,1
"chr17:51102953","chr17:51097884",1,2,1
"chr17:51332101","chr17:51291703",4,1,1
"chr17:52118795","chr17:52118704",3,1,1
"chr17:56239112","chr17:56212981",6,3,3
"chr17:56239112","chr17:56217675",1,3,1
"chr17:56303641","chr17:56303324",14,4,3
"chr17:56303641","chr17:56303510",536,4,1
"chr17:56303641","chr17:56303546",1,4,1
"chr17:56363420","chr17:56354635",2,3,2
"chr17:56363420","chr17:56357650",1,3,1
"chr17:56406858","chr17:56406388",58,1,1
"chr17:56484437","chr17:56469607",5,2,1
"chr17:56484437","chr17:56480473",1,2,1
"chr17:56556104","chr17:56555958",1,1,1
"chr17:56575662","chr17:56570266",2,3,3
"chr17:56575662","chr17:56574830",2,3,1
"chr17:56696484","chr17:56693280",1,2,3
"chr17:56708545","chr17:56708301",1,2,1
"chr17:56708545","chr17:56708316",1,2,1
"chr17:56741452","chr17:56736158",1,1,1
"chr17:56754359","chr17:56745056",9,5,4
"chr17:56754359","chr17:56752911",30,5,2
"chr17:56754359","chr17:56753033",1,5,1
"chr17:56758651","chr17:56754471",336,2,1
"chr17:56758651","chr17:56757362",1,2,1
"chr17:56870361","chr17:56868207",22,3,3
"chr17:56870361","chr17:56870244",267,3,1
"chr17:56871503","chr17:56870432",1,3,3
"chr17:56871503","chr17:56870625",2,3,1
"chr17:56881902","chr17:56881303",5,1,1
"chr17:56883877","chr17:56883013",9,1,1
"chr17:56902651","chr17:56901042",70,2,2
"chr17:56915845","chr17:56909487",1,6,1
"chr17:56915845","chr17:56914842",21,6,6
"chr17:56915862","chr17:56914842",1,4,6
"chr17:56915845","chr17:56915693",1717,6,4
"chr17:56915862","chr17:56915693",15,4,4
"chr17:56915845","chr17:56915716",2,6,1
"chr17:56916639","chr17:56916024",36,2,2
"chr17:56920906","chr17:56920449",1,4,3
"chr17:56920906","chr17:56920681",9915,4,4
"chr17:56921123","chr17:56920681",2,3,4
"chr17:56921123","chr17:56921042",16514,3,1
"chr17:56938535","chr17:56921254",1,3,1
"chr17:56938535","chr17:56933985",16,3,1
"chr17:56938535","chr17:56934146",1,3,1
"chr17:57001219","chr17:56999722",1,2,1
"chr17:57001219","chr17:57000291",1,2,1
"chr17:57008022","chr17:57003790",1,1,1
"chr17:57013861","chr17:57009891",1,3,2
"chr17:57013861","chr17:57012571",1,3,1
"chr17:57028076","chr17:57024838",1,1,1
"chr17:57028034","chr17:57024943",478,5,2
"chr17:57028034","chr17:57025053",1,5,1
"chr17:57028034","chr17:57025148",1,5,1
"chr17:57028034","chr17:57025592",2,5,1
"chr17:57028318","chr17:57028128",4097,2,6
"chr17:57028984","chr17:57028128",36,5,6
"chr17:57028984","chr17:57028442",13594,5,3
"chr17:57028984","chr17:57028466",1,5,1
"chr17:57195636","chr17:57192224",1,3,2
"chr17:57195636","chr17:57193688",19,3,1
"chr17:57212711","chr17:57207297",1,1,1
"chr17:57298293","chr17:57297662",1,2,1
"chr17:57298293","chr17:57297678",63,2,1
"chr17:57302877","chr17:57300014",21,5,5
"chr17:57302879","chr17:57300014",1,4,5
"chr17:57302877","chr17:57300547",2,5,1
"chr17:57302877","chr17:57300554",1979,5,5
"chr17:57302879","chr17:57300554",4,4,5
"chr17:57305670","chr17:57304568",2,4,5
"chr17:57305929","chr17:57304568",10,5,5
"chr17:57305670","chr17:57305563",35,4,3
"chr17:57305929","chr17:57305796",522,5,3
"chr17:57305929","chr17:57305821",1,5,1
"chr17:57318108","chr17:57318015",1,3,1
"chr17:57318108","chr17:57318023",2,3,3
"chr17:57359681","chr17:57354337",144,2,1
"chr17:57359681","chr17:57356847",5,2,1
"chr17:57409054","chr17:57408213",1,2,3
"chr17:57410349","chr17:57409154",1,2,1
"chr17:57410349","chr17:57409372",10,2,1
"chr17:57412897","chr17:57410485",7,3,4
"chr17:57412897","chr17:57412607",1,3,1
"chr17:58183377","chr17:58076647",5,1,1
"chr17:58198894","chr17:58183483",19,3,3
"chr17:58198894","chr17:58197561",7,3,1
"chr17:63691939","chr17:63532097",1,3,3
"chr17:63691939","chr17:63663874",8,3,1
"chr17:64203012","chr17:64171051",1,2,5
"chr17:64214275","chr17:64171051",6,6,5
"chr17:64214275","chr17:64185138",8,6,4
"chr17:64241284","chr17:64185138",1,3,4
"chr17:64214275","chr17:64203279",141,6,2
"chr17:64218459","chr17:64214450",27,1,1
"chr17:64241284","chr17:64231174",1,3,1
"chr17:64615616","chr17:64600020",2,3,3
"chr17:64615616","chr17:64604905",3,3,1
"chr17:65920214","chr17:65824233",1,2,1
"chr17:65920214","chr17:65902050",73,2,1
"chr17:66165967","chr17:66164789",119,2,2
"chr17:66168250","chr17:66166130",72,2,4
"chr17:66174526","chr17:66166130",1,4,4
"chr17:66174526","chr17:66171728",4335,4,5
"chr17:66191672","chr17:66171728",4,4,5
"chr17:66191672","chr17:66174826",666,4,8
"chr17:66331070","chr17:66294489",87,3,1
"chr17:66331070","chr17:66318364",2,3,1
"chr17:66331070","chr17:66327552",1,3,1
"chr17:66356780","chr17:66344635",27,3,3
"chr17:66356780","chr17:66349597",252,3,1
"chr17:66357531","chr17:66356929",3,3,7
"chr17:66383385","chr17:66356929",1,4,7
"chr17:66383878","chr17:66356929",1,4,7
"chr17:66357531","chr17:66357227",1,3,1
"chr17:66359948","chr17:66357719",10,2,1
"chr17:66359948","chr17:66357831",3,2,1
"chr17:66383385","chr17:66360087",8,4,5
"chr17:66383878","chr17:66360087",41,4,5
"chr17:66387805","chr17:66386580",1,3,1
"chr17:66387805","chr17:66386583",5997,3,2
"chr17:66390392","chr17:66387880",2,4,1
"chr17:66390392","chr17:66387883",4181,4,2
"chr17:66390392","chr17:66387914",1,4,1
"chr17:66394397","chr17:66390503",367,2,2
"chr17:66396226","chr17:66394567",50,1,1
"chr17:66408409","chr17:66398925",13,3,3
"chr17:66408409","chr17:66399722",1,3,1
"chr17:66539802","chr17:66536147",1,3,1
"chr17:66539802","chr17:66539223",2,3,4
"chr17:66541642","chr17:66539223",1,3,4
"chr17:66541642","chr17:66539992",1,3,1
"chr17:66545814","chr17:66542115",1,2,4
"chr17:66543217","chr17:66543016",7,1,1
"chr17:66564926","chr17:66545869",1,3,2
"chr17:66564926","chr17:66558324",1,3,1
"chr17:66655237","chr17:66653381",1,2,1
"chr17:66655237","chr17:66655147",1,2,1
"chr17:66755311","chr17:66692915",2,2,3
"chr17:68635867","chr17:68621823",4,3,3
"chr17:68635867","chr17:68633688",1,3,1
"chr17:69577605","chr17:69569342",1,2,2
"chr17:69595845","chr17:69594333",10,3,3
"chr17:69595845","chr17:69594724",97,3,1
"chr17:69689198","chr17:69665014",1,4,3
"chr17:69689198","chr17:69665776",2,4,4
"chr17:69731416","chr17:69665776",1,2,4
"chr17:69692415","chr17:69690265",2,2,1
"chr17:69692415","chr17:69690416",2,2,1
"chr17:69794148","chr17:69746109",1,2,1
"chr17:69794148","chr17:69746537",2,2,1
"chr17:70513231","chr17:70385419",31,2,5
"chr17:70615041","chr17:70385419",11,5,5
"chr17:70543368","chr17:70456731",1,4,2
"chr17:70615041","chr17:70513341",10,5,3
"chr17:70543368","chr17:70526697",2,4,1
"chr17:70543368","chr17:70532530",2,4,1
"chr17:70615041","chr17:70579911",1,5,1
"chr17:70734932","chr17:70731884",28,4,4
"chr17:70822948","chr17:70731884",2,2,4
"chr17:70734932","chr17:70731894",3,4,2
"chr17:70900161","chr17:70828796",2,3,1
"chr17:70900161","chr17:70829258",5,3,1
"chr17:70900161","chr17:70829264",7,3,1
"chr17:71068069","chr17:70969805",6,4,7
"chr17:71068153","chr17:70969805",2,4,7
"chr17:71004011","chr17:71003978",1,4,1
"chr17:71004011","chr17:71003982",1,4,1
"chr17:71004011","chr17:71003986",1,4,1
"chr17:71004011","chr17:71003988",1,4,1
"chr17:71068069","chr17:71025221",22,4,4
"chr17:71068153","chr17:71025221",9,4,4
"chr17:71064419","chr17:71035274",1,4,2
"chr17:71064419","chr17:71053220",1,4,2
"chr17:71099426","chr17:71097655",1,1,1
"chr17:71303104","chr17:71301780",1,1,1
"chr17:71521958","chr17:71490740",3,2,1
"chr17:71521958","chr17:71491076",2,2,1
"chr17:71531934","chr17:71522160",2,3,3
"chr17:71531934","chr17:71529146",121,3,1
"chr17:71762599","chr17:71755842",397,3,6
"chr17:71770756","chr17:71755842",12,3,6
"chr17:71781973","chr17:71755842",1,5,6
"chr17:71762599","chr17:71755863",1,3,1
"chr17:71770756","chr17:71763496",1,3,1
"chr17:71781973","chr17:71770919",1,5,3
"chr17:71781973","chr17:71772665",3,5,1
"chr17:71885096","chr17:71859082",1,3,1
"chr17:71885096","chr17:71876184",2,3,1
"chr17:71885096","chr17:71885012",3,3,1
"chr17:71897482","chr17:71895980",24,1,1
"chr17:71957011","chr17:71949829",1,3,2
"chr17:71957011","chr17:71955855",7,3,1
"chr17:72424646","chr17:72422564",1,3,4
"chr17:72436110","chr17:72422564",1,4,4
"chr17:72436110","chr17:72422569",1,4,2
"chr17:72424646","chr17:72422882",1,3,1
"chr17:73153273","chr17:73143787",4,4,1
"chr17:73153273","chr17:73144815",2,4,1
"chr17:73153273","chr17:73145186",1,4,1
"chr17:73153273","chr17:73145288",131,4,1
"chr17:73156229","chr17:73155829",2,2,1
"chr17:73156229","chr17:73155912",1,2,1
"chr17:73246250","chr17:73228286",95,1,1
"chr17:73819030","chr17:73812521",1,3,3
"chr17:73819030","chr17:73816614",3,3,1
"chr17:74601686","chr17:74565501",4,2,1
"chr17:74601686","chr17:74583245",2,2,1
"chr17:74622896","chr17:74606820",7,3,3
"chr17:74622896","chr17:74614858",8,3,1
"chr17:74674242","chr17:74663165",1,4,3
"chr17:74674242","chr17:74666345",50,4,1
"chr17:74674242","chr17:74668145",1,4,1
