"junction","presence_in_cells","total_UMI"
"chr3:95127775-95136362_S",0,0
"chr3:95383494-95387505_S",0,0
"chr3:95500627-95509575_S",0,0
"chr3:95534186-95535857_S",0,0
"chr3:95536610-95537697_S",0,0
"chr3:95592637-95858909_S",0,0
"chr3:95592637-95874106_S",0,0
"chr3:95715102-95730918_S",0,0
"chr3:95715102-95984924_S",0,0
"chr3:95756374-95757006_S",0,0
"chr3:95778998-95780264_S",0,0
"chr3:95791550-95795467_S",0,0
"chr3:95808017-95858909_S",0,0
"chr3:95808017-95874106_S",0,0
"chr3:95951866-95952001_S",0,0
"chr3:95951866-95952069_S",0,0
"chr3:95951866-95952137_S",0,0
"chr3:95951934-95952001_S",0,0
"chr3:95951934-95952069_S",0,0
"chr3:95951934-95952137_S",0,0
"chr3:95952002-95952205_S",0,0
"chr3:95952002-95952273_S",0,0
"chr3:95952070-95952205_S",0,0
"chr3:95952070-95952273_S",0,0
"chr3:95952138-95952205_S",0,0
"chr3:95952138-95952273_S",0,0
"chr3:96047917-96048932_S",0,0
"chr3:96083165-96317406_S",0,0
"chr3:96083165-96343309_S",0,0
"chr3:96083165-96359832_S",0,0
"chr3:96107797-96107849_S",0,0
"chr3:96107797-96113793_S",0,0
"chr3:96488220-96489403_S",0,0
"chr3:96537678-96537795_S",0,0
"chr3:96635227-96665292_S",0,0
"chr3:96696002-96698322_S",0,0
"chr3:97566083-97569565_S",0,0
"chr3:97808737-97814540_S",0,0
"chr3:98289895-98317806_S",0,0
"chr3:98289895-98332538_S",0,0
"chr3:98318804-98332538_S",0,0
"chr3:98318804-98332584_S",0,0
"chr3:98734226-98750198_S",0,0
"chr3:98734226-98763316_S",0,0
"chr3:98796580-98843060_S",0,0
"chr3:99112627-99121971_S",0,0
"chr3:100563591-100572332_S",0,0
"chr3:100651351-100651678_S",0,0
"chr3:100651351-100651749_S",0,0
"chr3:100837260-100837341_S",0,0
"chr3:101484327-101486122_S",0,0
"chr3:102657177-102657761_S",0,0
"chr3:102970770-102971549_S",0,0
"chr3:103218830-103228337_S",0,0
"chr3:104356626-104357049_S",0,0
"chr3:104356626-104357259_S",0,0
"chr3:104801756-104812957_S",0,0
"chr3:105657645-105701370_S",0,0
"chr3:105657645-105708554_S",0,0
"chr3:106446920-106454738_S",0,0
"chr3:106446920-106454995_S",0,0
"chr3:106455237-106462479_S",0,0
"chr3:106470456-106512134_S",0,0
"chr3:106473501-106480288_S",0,0
"chr3:107385639-107385890_S",0,0
"chr3:107385639-107386030_S",0,0
"chr3:107385639-107386422_S",0,0
"chr3:107385639-107387024_S",0,0
"chr3:107385667-107385890_S",0,0
"chr3:107385667-107386030_S",0,0
"chr3:107385667-107386422_S",0,0
"chr3:107385667-107387024_S",0,0
"chr3:107385681-107385736_S",0,0
"chr3:107385681-107386142_S",0,0
"chr3:107385695-107386002_S",0,0
"chr3:107385695-107386478_S",0,0
"chr3:107385695-107386898_S",0,0
"chr3:107385709-107386394_S",0,0
"chr3:107385709-107386534_S",0,0
"chr3:107385709-107386604_S",0,0
"chr3:107385709-107386702_S",0,0
"chr3:107385709-107386996_S",0,0
"chr3:107385709-107387248_S",0,0
"chr3:107385737-107386016_S",0,0
"chr3:107385737-107386408_S",0,0
"chr3:107385849-107385946_S",0,0
"chr3:107385849-107386352_S",0,0
"chr3:107385947-107386352_S",0,0
"chr3:107385947-107386604_S",0,0
"chr3:107385947-107386814_S",0,0
"chr3:107385947-107387556_S",0,0
"chr3:107385961-107385988_S",0,0
"chr3:107385961-107386016_S",0,0
"chr3:107385961-107386408_S",0,0
"chr3:107385961-107386702_S",0,0
"chr3:107385961-107386968_S",0,0
"chr3:107385961-107387697_S",0,0
"chr3:107385989-107386478_S",0,0
"chr3:107385989-107386898_S",0,0
"chr3:107386003-107386702_S",0,0
"chr3:107386003-107386758_S",0,0
"chr3:107386003-107387248_S",0,0
"chr3:107386115-107386254_S",0,0
"chr3:107386115-107386534_S",0,0
"chr3:107386115-107386604_S",0,0
"chr3:107386241-107386758_S",0,0
"chr3:107386241-107387248_S",0,0
"chr3:107386255-107386380_S",0,0
"chr3:107386255-107386408_S",0,0
"chr3:107386255-107386702_S",0,0
"chr3:107386255-107386982_S",0,0
"chr3:107386395-107386478_S",0,0
"chr3:107386395-107386898_S",0,0
"chr3:107386465-107387262_S",0,0
"chr3:107386465-107387613_S",0,0
"chr3:107386549-107386702_S",0,0
"chr3:107386549-107386968_S",0,0
"chr3:107386549-107386996_S",0,0
"chr3:107386549-107387010_S",0,0
"chr3:107386549-107387248_S",0,0
"chr3:107386549-107387374_S",0,0
"chr3:107386605-107387220_S",0,0
"chr3:107386605-107387346_S",0,0
"chr3:107386675-107386814_S",0,0
"chr3:107386675-107387304_S",0,0
"chr3:107386717-107386968_S",0,0
"chr3:107386717-107387136_S",0,0
"chr3:107386885-107387220_S",0,0
"chr3:107386885-107387304_S",0,0
"chr3:107386885-107387346_S",0,0
"chr3:107387067-107387262_S",0,0
"chr3:107387067-107387613_S",0,0
"chr3:107387123-107387178_S",0,0
"chr3:107387123-107387613_S",0,0
"chr3:107387389-107387458_S",0,0
"chr3:107387389-107387500_S",0,0
"chr3:107387389-107387613_S",0,0
"chr3:107387389-107387725_S",0,0
"chr3:107387585-107387613_S",0,0
"chr3:107387585-107387725_S",0,0
"chr3:107520783-107521950_S",0,0
"chr3:107585148-107603100_S",0,0
"chr3:107801545-107802176_S",0,0
"chr3:107801545-107802958_S",0,0
"chr3:107922357-107923834_S",0,0
"chr3:108019919-108030857_S",0,0
"chr3:108093995-108094441_S",0,0
"chr3:108191757-108193357_S",0,0
"chr3:108261558-108262787_S",0,0
"chr3:108300827-108301251_S",0,0
"chr3:108336779-108340333_S",0,0
"chr3:108389795-108396099_S",0,0
"chr3:108389795-108396145_S",0,0
"chr3:108723976-108724005_S",0,0
"chr3:108723976-108724301_S",0,0
"chr3:108813305-108815088_S",0,0
"chr3:108866036-108867225_S",0,0
"chr3:114629102-114642590_S",0,0
"chr3:114629102-114644407_S",0,0
"chr3:114698201-114883735_S",0,0
"chr3:116548658-116551887_S",0,0
"chr3:116610828-116611340_S",0,0
"chr3:116610828-116616338_S",0,0
"chr3:116624231-116624636_S",0,0
"chr3:116624231-116635820_S",0,0
"chr3:117116887-117153672_S",0,0
"chr3:117662873-117682331_S",0,0
"chr3:118252432-118265185_S",0,0
"chr3:118252432-118307786_S",0,0
"chr3:118575647-118590996_S",0,0
"chr3:119869964-119870822_S",0,0
"chr3:119869964-119889058_S",0,0
"chr3:119869964-119913667_S",0,0
"chr3:120363805-120446256_S",0,0
"chr3:120414610-120430291_S",0,0
"chr3:120414610-120566330_S",0,0
"chr3:120430395-120443853_S",0,0
"chr3:120446708-120566330_S",0,0
"chr3:120488207-120488865_S",0,0
"chr3:120488915-120520469_S",0,0
"chr3:120566437-120591240_S",0,0
"chr3:120593397-120631051_S",0,0
"chr3:120841044-120841459_S",0,0
"chr3:120841044-120842083_S",0,0
"chr3:120949952-120952416_S",0,0
"chr3:120950166-120952463_S",0,0
"chr3:121805823-121807749_S",0,0
"chr3:122342915-122350060_S",0,0
"chr3:122345800-122351551_S",0,0
"chr3:122364594-122367995_S",0,0
"chr3:122364594-122413178_S",0,0
"chr3:122383893-122412841_S",0,0
"chr3:122856981-122857200_S",0,0
"chr3:122856981-122857222_S",0,0
"chr3:123235189-123235325_S",0,0
"chr3:123235189-123238050_S",0,0
"chr3:123308746-123311508_S",0,0
"chr3:123441339-123473911_S",0,0
"chr3:123441339-123474287_S",0,0
"chr3:123470328-123471574_S",0,0
"chr3:123470328-123472237_S",0,0
"chr3:123470341-123470404_S",0,0
"chr3:123470341-123470975_S",0,0
"chr3:123470341-123471574_S",0,0
"chr3:123470341-123472237_S",0,0
"chr3:123470341-123474132_S",0,0
"chr3:123470354-123471574_S",0,0
"chr3:123470354-123472237_S",0,0
"chr3:123470367-123471574_S",0,0
"chr3:123470367-123472237_S",0,0
"chr3:123470380-123470469_S",0,0
"chr3:123470380-123471574_S",0,0
"chr3:123470380-123472237_S",0,0
"chr3:123470393-123471574_S",0,0
"chr3:123470393-123472237_S",0,0
"chr3:123470406-123471574_S",0,0
"chr3:123470406-123472237_S",0,0
"chr3:123470406-123473626_S",0,0
"chr3:123470471-123471574_S",0,0
"chr3:123470471-123473626_S",0,0
"chr3:123470484-123471574_S",0,0
"chr3:123470484-123472237_S",0,0
"chr3:123470510-123471574_S",0,0
"chr3:123470510-123473626_S",0,0
"chr3:123470536-123471574_S",0,0
"chr3:123470536-123472237_S",0,0
"chr3:123470536-123473626_S",0,0
"chr3:123470549-123471574_S",0,0
"chr3:123470549-123472237_S",0,0
"chr3:123470562-123470676_S",0,0
"chr3:123470562-123471574_S",0,0
"chr3:123470562-123471768_S",0,0
"chr3:123470562-123472237_S",0,0
"chr3:123470562-123472963_S",0,0
"chr3:123470575-123471574_S",0,0
"chr3:123470575-123472237_S",0,0
"chr3:123470575-123472859_S",0,0
"chr3:123470575-123473041_S",0,0
"chr3:123470575-123473119_S",0,0
"chr3:123470588-123471574_S",0,0
"chr3:123470588-123474132_S",0,0
"chr3:123470601-123471574_S",0,0
"chr3:123470601-123472237_S",0,0
"chr3:123470614-123471574_S",0,0
"chr3:123470614-123472237_S",0,0
"chr3:123470614-123473626_S",0,0
"chr3:123470614-123474132_S",0,0
"chr3:123470652-123472237_S",0,0
"chr3:123470652-123473626_S",0,0
"chr3:123470678-123472237_S",0,0
"chr3:123470678-123473626_S",0,0
"chr3:123470730-123471574_S",0,0
"chr3:123470730-123473626_S",0,0
"chr3:123470743-123471574_S",0,0
"chr3:123470743-123472237_S",0,0
"chr3:123470756-123471574_S",0,0
"chr3:123470756-123471768_S",0,0
"chr3:123470756-123472237_S",0,0
"chr3:123470756-123472963_S",0,0
"chr3:123470769-123471574_S",0,0
"chr3:123470769-123472237_S",0,0
"chr3:123470769-123472859_S",0,0
"chr3:123470769-123473041_S",0,0
"chr3:123470769-123473119_S",0,0
"chr3:123470782-123471574_S",0,0
"chr3:123470782-123474132_S",0,0
"chr3:123470795-123471574_S",0,0
"chr3:123470795-123472237_S",0,0
"chr3:123470808-123471574_S",0,0
"chr3:123470808-123472237_S",0,0
"chr3:123470808-123474132_S",0,0
"chr3:123470821-123471574_S",0,0
"chr3:123470821-123472237_S",0,0
"chr3:123470834-123471574_S",0,0
"chr3:123470834-123473626_S",0,0
"chr3:123470847-123471574_S",0,0
"chr3:123470847-123472237_S",0,0
"chr3:123470860-123470975_S",0,0
"chr3:123470860-123471574_S",0,0
"chr3:123470860-123472237_S",0,0
"chr3:123470860-123474132_S",0,0
"chr3:123470873-123471574_S",0,0
"chr3:123470873-123472237_S",0,0
"chr3:123470886-123470975_S",0,0
"chr3:123470886-123471574_S",0,0
"chr3:123470886-123472237_S",0,0
"chr3:123470886-123474132_S",0,0
"chr3:123470899-123471574_S",0,0
"chr3:123470899-123472237_S",0,0
"chr3:123470912-123471574_S",0,0
"chr3:123470912-123472237_S",0,0
"chr3:123470925-123471574_S",0,0
"chr3:123470925-123472237_S",0,0
"chr3:123470925-123474132_S",0,0
"chr3:123470951-123471574_S",0,0
"chr3:123470951-123473626_S",0,0
"chr3:123470964-123471574_S",0,0
"chr3:123470964-123472237_S",0,0
"chr3:123470977-123471574_S",0,0
"chr3:123470977-123472237_S",0,0
"chr3:123470977-123474132_S",0,0
"chr3:123471016-123471574_S",0,0
"chr3:123471042-123471574_S",0,0
"chr3:123471042-123472237_S",0,0
"chr3:123471055-123471574_S",0,0
"chr3:123471055-123473626_S",0,0
"chr3:123471068-123472237_S",0,0
"chr3:123471081-123471574_S",0,0
"chr3:123471081-123473626_S",0,0
"chr3:123471094-123471574_S",0,0
"chr3:123471094-123473626_S",0,0
"chr3:123471107-123472237_S",0,0
"chr3:123471107-123473626_S",0,0
"chr3:123471120-123473626_S",0,0
"chr3:123471146-123471574_S",0,0
"chr3:123471146-123472237_S",0,0
"chr3:123471159-123471574_S",0,0
"chr3:123471159-123474132_S",0,0
"chr3:123471393-123471574_S",0,0
"chr3:123471393-123472237_S",0,0
"chr3:123471393-123473626_S",0,0
"chr3:123471393-123474132_S",0,0
"chr3:123471406-123474132_S",0,0
"chr3:123471419-123472237_S",0,0
"chr3:123471419-123473496_S",0,0
"chr3:123471432-123471574_S",0,0
"chr3:123471432-123472237_S",0,0
"chr3:123471432-123473626_S",0,0
"chr3:123471458-123471574_S",0,0
"chr3:123471458-123472237_S",0,0
"chr3:123471458-123474132_S",0,0
"chr3:123471471-123471574_S",0,0
"chr3:123471471-123472237_S",0,0
"chr3:123471484-123472237_S",0,0
"chr3:123471484-123474132_S",0,0
"chr3:123471510-123472237_S",0,0
"chr3:123471510-123474132_S",0,0
"chr3:123471549-123472237_S",0,0
"chr3:123471549-123473626_S",0,0
"chr3:123471549-123474132_S",0,0
"chr3:123471562-123471742_S",0,0
"chr3:123471562-123471768_S",0,0
"chr3:123471562-123472237_S",0,0
"chr3:123471562-123472937_S",0,0
"chr3:123471562-123472963_S",0,0
"chr3:123471562-123473002_S",0,0
"chr3:123471575-123472237_S",0,0
"chr3:123471575-123473626_S",0,0
"chr3:123471575-123474132_S",0,0
"chr3:123471601-123472237_S",0,0
"chr3:123471601-123473301_S",0,0
"chr3:123471601-123473626_S",0,0
"chr3:123471614-123472237_S",0,0
"chr3:123471614-123474132_S",0,0
"chr3:123471666-123472237_S",0,0
"chr3:123471666-123473626_S",0,0
"chr3:123471835-123472237_S",0,0
"chr3:123471835-123473496_S",0,0
"chr3:123471848-123472237_S",0,0
"chr3:123471848-123473626_S",0,0
"chr3:123471874-123472237_S",0,0
"chr3:123471874-123473496_S",0,0
"chr3:123471913-123472237_S",0,0
"chr3:123471913-123473626_S",0,0
"chr3:123471965-123472237_S",0,0
"chr3:123472004-123472237_S",0,0
"chr3:123472004-123473626_S",0,0
"chr3:123472004-123474132_S",0,0
"chr3:123472017-123472237_S",0,0
"chr3:123472017-123472937_S",0,0
"chr3:123472017-123472963_S",0,0
"chr3:123472017-123473002_S",0,0
"chr3:123472017-123473626_S",0,0
"chr3:123472030-123473626_S",0,0
"chr3:123472030-123474132_S",0,0
"chr3:123472043-123472237_S",0,0
"chr3:123472056-123473301_S",0,0
"chr3:123472056-123473626_S",0,0
"chr3:123472069-123472237_S",0,0
"chr3:123472069-123473626_S",0,0
"chr3:123472069-123474132_S",0,0
"chr3:123472121-123472237_S",0,0
"chr3:123472121-123473626_S",0,0
"chr3:123472186-123472237_S",0,0
"chr3:123472186-123474132_S",0,0
"chr3:123472199-123473626_S",0,0
"chr3:123472602-123473626_S",0,0
"chr3:123472602-123474132_S",0,0
"chr3:123472654-123474132_S",0,0
"chr3:123472861-123473041_S",0,0
"chr3:123472861-123473119_S",0,0
"chr3:123472965-123473626_S",0,0
"chr3:123472965-123474132_S",0,0
"chr3:123473199-123473626_S",0,0
"chr3:123473199-123474132_S",0,0
"chr3:123473394-123473626_S",0,0
"chr3:123473394-123474132_S",0,0
"chr3:123473536-123473794_S",0,0
"chr3:123473536-123473911_S",0,0
"chr3:123473536-123473937_S",0,0
"chr3:123473536-123474287_S",0,0
"chr3:123473536-123474313_S",0,0
"chr3:123473536-123474378_S",0,0
"chr3:123473536-123474417_S",0,0
"chr3:123473536-123474560_S",0,0
"chr3:123474197-123474274_S",0,0
"chr3:123474197-123474326_S",0,0
"chr3:123474197-123474404_S",0,0
"chr3:123474197-123474417_S",0,0
"chr3:125255114-125260683_S",0,0
"chr3:125255114-125260718_S",0,0
"chr3:125476972-125478305_S",0,0
"chr3:126565496-126571725_S",0,0
"chr3:126565496-126574008_S",0,0
"chr3:126717621-126722313_S",0,0
"chr3:126756055-126758586_S",0,0
"chr3:126822967-126825764_S",0,0
"chr3:126850741-126868502_S",0,0
"chr3:126898512-127019412_S",0,0
"chr3:127207142-127216950_S",0,0
"chr3:127207142-127237436_S",0,0
"chr3:127233127-127233351_S",0,0
"chr3:127233127-127236383_S",0,0
"chr3:127233127-127238693_S",0,0
"chr3:127236384-127237454_S",0,0
"chr3:127236384-127238693_S",0,0
"chr3:127236384-127251540_S",0,0
"chr3:127664650-127681603_S",0,0
"chr3:127987769-128024966_S",0,0
"chr3:127987769-128024989_S",0,0
"chr3:129618859-129620487_S",0,0
"chr3:129640264-129671905_S",0,0
"chr3:130323782-130329079_S",0,0
"chr3:130323782-130340008_S",0,0
"chr3:130363985-130366605_S",0,0
"chr3:130363985-130369023_S",0,0
"chr3:130363985-130370950_S",0,0
"chr3:130522501-130522877_S",0,0
"chr3:130522952-130523151_S",0,0
"chr3:130522952-130523837_S",0,0
"chr3:130877172-130890359_S",0,0
"chr3:130877172-130919872_S",0,0
"chr3:132382900-132389124_S",0,0
"chr3:133013250-133014094_S",0,0
"chr3:133013250-133015365_S",0,0
"chr3:133736425-133776607_S",0,0
"chr3:133789619-133812175_S",0,0
"chr3:133869420-133881309_S",0,0
"chr3:133946477-133946592_S",0,0
"chr3:133946477-133961574_S",0,0
"chr3:135042336-135044256_S",0,0
"chr3:135042336-135060771_S",0,0
"chr3:135141246-135144301_S",0,0
"chr3:135142364-135143499_S",0,0
"chr3:135142364-135145224_S",0,0
"chr3:135142364-135146011_S",0,0
"chr3:135168805-135169481_S",0,0
"chr3:137625717-137630872_S",0,0
"chr3:137625717-137632569_S",0,0
"chr3:138596643-138600178_S",0,0
"chr3:138603922-138604031_S",0,0
"chr3:141035094-141046416_S",0,0
"chr3:141035094-141052054_S",0,0
"chr3:142076641-142083838_S",0,0
"chr3:142076641-142164038_S",0,0
"chr3:142517364-142517674_S",0,0
"chr3:142517364-142526297_S",0,0
"chr3:143895067-143907573_S",0,0
"chr3:143907813-143908553_S",0,0
"chr3:144252966-144252995_S",0,0
"chr3:144252966-144253413_S",0,0
"chr3:144415856-144415917_S",0,0
"chr3:144415856-144415949_S",0,0
"chr3:144415887-144415949_S",0,0
"chr3:144415887-144415981_S",0,0
"chr3:144453356-144454161_S",0,0
"chr3:145582274-145596087_S",0,0
"chr3:146187616-146193266_S",0,0
"chr3:146463524-146476270_S",0,0
"chr3:146570812-146594253_S",0,0
"chr3:146600251-146602369_S",0,0
"chr3:146631802-146632149_S",0,0
"chr3:146631802-146632164_S",0,0
"chr3:146631850-146632071_S",0,0
"chr3:146631850-146632149_S",0,0
"chr3:146631850-146632197_S",0,0
"chr3:146631865-146631960_S",0,0
"chr3:146631865-146632023_S",0,0
"chr3:146631865-146632149_S",0,0
"chr3:146631865-146632164_S",0,0
"chr3:146631913-146632149_S",0,0
"chr3:146631913-146632164_S",0,0
"chr3:146631961-146632071_S",0,0
"chr3:146631961-146632149_S",0,0
"chr3:146631961-146632197_S",0,0
"chr3:146631976-146632149_S",0,0
"chr3:146631976-146632164_S",0,0
"chr3:146788223-146788526_S",0,0
"chr3:148555441-148556157_S",0,0
"chr3:148555441-148556197_S",0,0
"chr3:148555441-148556354_S",0,0
"chr3:148555441-148556471_S",0,0
"chr3:148660372-148723602_S",0,0
"chr3:148758364-148758404_S",0,0
"chr3:148758364-148758439_S",0,0
"chr3:148758364-148758462_S",0,0
"chr3:149135431-149135549_S",0,0
"chr3:149135431-149135634_S",0,0
"chr3:149135448-149135498_S",0,0
"chr3:149135448-149135549_S",0,0
"chr3:149135448-149135634_S",0,0
"chr3:149135448-149135753_S",0,0
"chr3:149135465-149135532_S",0,0
"chr3:149135465-149135617_S",0,0
"chr3:149135482-149135566_S",0,0
"chr3:149135482-149135651_S",0,0
"chr3:149199259-149221090_S",0,0
"chr3:151145025-151197913_S",0,0
"chr3:151145025-151203463_S",0,0
"chr3:151921268-151923045_S",0,0
"chr3:151921268-151923468_S",0,0
"chr3:151923086-151923468_S",0,0
"chr3:151923086-151923471_S",0,0
"chr3:151958767-151960921_S",0,0
"chr3:152026381-152039117_S",0,0
"chr3:152063837-152064277_S",0,0
"chr3:152089862-152095377_S",0,0
"chr3:152089862-152095385_S",0,0
"chr3:152128409-152152435_S",0,0
"chr3:152373470-152382623_S",0,0
"chr3:152373470-152382703_S",0,0
"chr3:152408422-152413486_S",0,0
"chr3:152428214-152440149_S",0,0
"chr3:152428214-152443822_S",0,0
"chr3:152621402-152621443_S",0,0
"chr3:152621402-152621485_S",0,0
"chr3:152621402-152621527_S",0,0
"chr3:152621402-152621569_S",0,0
"chr3:152621486-152621653_S",0,0
"chr3:152621486-152621695_S",0,0
"chr3:152621528-152621653_S",0,0
"chr3:152621528-152621695_S",0,0
"chr3:152621570-152621653_S",0,0
"chr3:152621570-152621695_S",0,0
"chr3:153392617-153393099_S",0,0
"chr3:153392617-153393313_S",0,0
"chr3:153392886-153393099_S",0,0
"chr3:153392886-153393313_S",0,0
"chr3:153392940-153393099_S",0,0
"chr3:153392940-153393313_S",0,0
"chr3:153392993-153393046_S",0,0
"chr3:153392993-153393099_S",0,0
"chr3:153392993-153393206_S",0,0
"chr3:153392993-153393260_S",0,0
"chr3:153392993-153393472_S",0,0
"chr3:153393047-153393260_S",0,0
"chr3:153393047-153393313_S",0,0
"chr3:153617670-153618550_S",0,0
"chr3:153777624-153777679_S",0,0
"chr3:153777624-153777958_S",0,0
"chr3:153777680-153777735_S",0,0
"chr3:153777680-153777902_S",0,0
"chr3:153777680-153778070_S",0,0
"chr3:153777792-153777958_S",0,0
"chr3:153777792-153778070_S",0,0
"chr3:153874712-153898599_S",0,0
"chr3:153874712-153898601_S",0,0
"chr3:153877255-153910694_S",0,0
"chr3:154303156-154312015_S",0,0
"chr3:156252726-156267112_S",0,0
"chr3:156395319-156395350_S",0,0
"chr3:156471217-156472756_S",0,0
"chr3:156471217-156472872_S",0,0
"chr3:156721945-156851848_S",0,0
"chr3:156851970-156860831_S",0,0
"chr3:157242024-157242119_S",0,0
"chr3:157250760-157251715_S",0,0
"chr3:157749328-157754037_S",0,0
"chr3:157841047-157854216_S",0,0
"chr3:157841047-157865869_S",0,0
"chr3:159344091-159378278_S",0,0
"chr3:159344091-159404989_S",0,0
"chr4:3551892-3554353_S",0,0
"chr4:3575130-3577571_S",0,0
"chr4:3614236-3614445_S",0,0
"chr4:3614236-3614480_S",0,0
"chr4:3614236-3614515_S",0,0
"chr4:3835292-3835478_S",0,0
"chr4:3939527-3940766_S",0,0
"chr4:3941312-3942634_S",0,0
"chr4:3942820-3942987_S",0,0
"chr4:3942820-3943407_S",0,0
"chr4:3973208-3973363_S",0,0
"chr4:3973208-3973387_S",0,0
"chr4:5644411-5729570_S",0,0
"chr4:5729658-5806224_S",0,0
"chr4:8561224-8577954_S",0,0
"chr4:8578564-8582389_S",0,0
"chr4:8582494-8589394_S",0,0
"chr4:9285503-9285731_S",0,0
"chr4:10979372-10994435_S",0,0
"chr4:10979372-11160329_S",0,0
"chr4:10979372-11315788_S",0,0
"chr4:11054984-11055478_S",0,0
"chr4:11054984-11055703_S",0,0
"chr4:11062153-11066650_S",0,0
"chr4:11062153-11070199_S",0,0
"chr4:11070323-11073186_S",0,0
"chr4:11962234-11965883_S",0,0
"chr4:11965649-11965879_S",0,0
"chr4:11965649-11966301_S",0,0
"chr4:11966684-11976443_S",0,0
"chr4:12089728-12092522_S",0,0
"chr4:12089728-12093114_S",0,0
"chr4:12140606-12143409_S",0,0
"chr4:12140606-12144001_S",0,0
"chr4:12918066-12974729_S",0,0
"chr4:15262757-15265094_S",0,0
"chr4:15262757-15266607_S",0,0
"chr4:15266750-15310059_S",0,0
"chr4:15963921-15964328_S",0,0
"chr4:16008756-16013515_S",0,0
"chr4:17490161-17493516_S",0,0
"chr4:17490161-17550443_S",0,0
"chr4:19168129-19387637_S",0,0
"chr4:19536626-19540740_S",0,0
"chr4:19575328-19595069_S",0,0
"chr4:19595160-19601503_S",0,0
"chr4:19605537-19608895_S",0,0
"chr4:19608942-19611305_S",0,0
"chr4:19608942-19631785_S",0,0
"chr4:19638677-19638763_S",0,0
"chr4:19673295-19674963_S",0,0
"chr4:19678436-19686725_S",0,0
"chr4:21285177-21314781_S",0,0
"chr4:21285177-21507989_S",0,0
"chr4:21746775-21759424_S",0,0
"chr4:21746775-21767195_S",0,0
"chr4:21936769-21958443_S",0,0
"chr4:21936769-21982385_S",0,0
"chr4:21948889-21982385_S",0,0
"chr4:23288757-23289180_S",0,0
"chr4:23288757-23289604_S",0,0
"chr4:23288776-23288987_S",0,0
"chr4:23288776-23289411_S",0,0
"chr4:24301286-24308015_S",0,0
"chr4:24301286-24308810_S",0,0
"chr4:24962445-24962680_S",0,0
"chr4:24963066-24965505_S",0,0
"chr4:28019858-28038118_S",0,0
"chr4:28019858-28061236_S",0,0
"chr4:28943379-28947527_S",0,0
"chr4:32778593-32778796_S",0,0
"chr4:32778593-32783321_S",0,0
"chr4:32818710-32827088_S",0,0
"chr4:32836434-32860336_S",0,0
"chr4:33007213-33007310_S",0,0
"chr4:33209371-33210048_S",0,0
"chr4:33209371-33223567_S",0,0
"chr4:34639322-34645696_S",0,0
"chr4:34771415-34771877_S",0,0
"chr4:35749369-35760921_S",0,0
"chr4:35749369-35764026_S",0,0
"chr4:35749369-35764028_S",0,0
"chr4:40272855-40277635_S",0,0
"chr4:40755838-40757776_S",0,0
"chr4:40937195-40943624_S",0,0
"chr4:40939185-40943624_S",0,0
"chr4:41009270-41015202_S",0,0
"chr4:41152246-41177334_S",0,0
"chr4:41152246-41298285_S",0,0
"chr4:41235595-41238154_S",0,0
"chr4:41465181-41469770_S",0,0
"chr4:41505655-41506846_S",0,0
"chr4:41505655-41507093_S",0,0
"chr4:41505655-41508516_S",0,0
"chr4:41521970-41524314_S",0,0
"chr4:41524415-41569209_S",0,0
"chr4:41675105-41683737_S",0,0
"chr4:41757593-41758083_S",0,0
"chr4:41769655-41771137_S",0,0
"chr4:41769958-41770117_S",0,0
"chr4:41769958-41771137_S",0,0
"chr4:41769977-41770117_S",0,0
"chr4:41769977-41771137_S",0,0
"chr4:41769977-41773464_S",0,0
"chr4:41771236-41773735_S",0,0
"chr4:41845632-42193951_S",0,0
"chr4:41845632-42691110_S",0,0
"chr4:41845637-42003351_S",0,0
"chr4:41845637-42355566_S",0,0
"chr4:41851117-41945028_S",0,0
"chr4:41851117-42009356_S",0,0
"chr4:41897822-41897915_S",0,0
"chr4:41897822-41903839_S",0,0
"chr4:41898089-41901751_S",0,0
"chr4:41898089-41903839_S",0,0
"chr4:41898880-41899126_S",0,0
"chr4:41898880-41899128_S",0,0
"chr4:41942084-41942255_S",0,0
"chr4:41942084-41942294_S",0,0
"chr4:41942084-41950870_S",0,0
"chr4:41942084-42157045_S",0,0
"chr4:41942355-41942468_S",0,0
"chr4:41942355-41950870_S",0,0
"chr4:41942355-41956683_S",0,0
"chr4:41942355-42157063_S",0,0
"chr4:41948418-41949536_S",0,0
"chr4:41948418-41951012_S",0,0
"chr4:42003883-42193951_S",0,0
"chr4:42003883-42691110_S",0,0
"chr4:42035797-42045799_S",0,0
"chr4:42035797-42048569_S",0,0
"chr4:42036129-42036560_S",0,0
"chr4:42054745-42055040_S",0,0
"chr4:42054745-42055110_S",0,0
"chr4:42054745-42055136_S",0,0
"chr4:42108943-42109036_S",0,0
"chr4:42108943-42115013_S",0,0
"chr4:42153906-42154116_S",0,0
"chr4:42153906-42157045_S",0,0
"chr4:42154177-42154290_S",0,0
"chr4:42154177-42155719_S",0,0
"chr4:42154177-42157045_S",0,0
"chr4:42154177-42157063_S",0,0
"chr4:42154177-42158339_S",0,0
"chr4:42155768-42157045_S",0,0
"chr4:42155768-42157063_S",0,0
"chr4:42155768-42157067_S",0,0
"chr4:42155894-42156985_S",0,0
"chr4:42155894-42156990_S",0,0
"chr4:42155894-42157045_S",0,0
"chr4:42155894-42157063_S",0,0
"chr4:42157144-42158339_S",0,0
"chr4:42157144-42158358_S",0,0
